time,open,high,low,close,Up Trend,Down Trend,Body Middle
2023-11-03T07:15:00Z,11.004,11.12,10.995,11.088,10.805075264388826,NaN,11.046
2023-11-03T07:30:00Z,11.089,11.155,11.034,11.05,10.831017737949944,NaN,11.069500000000001
2023-11-03T07:45:00Z,11.05,11.222,11.025,11.178,10.831017737949944,NaN,11.114
2023-11-03T08:00:00Z,11.177,11.34,11.111,11.307,10.890189367739456,NaN,11.242
2023-11-03T08:15:00Z,11.306,11.33,11.175,11.198,10.90422043096551,NaN,11.251999999999999
2023-11-03T08:30:00Z,11.198,11.209,11.079,11.101,10.90422043096551,NaN,11.1495
2023-11-03T08:45:00Z,11.102,11.234,11.026,11.196,10.90422043096551,NaN,11.149000000000001
2023-11-03T09:00:00Z,11.195,11.213,11.114,11.15,10.90422043096551,NaN,11.1725
2023-11-03T09:15:00Z,11.151,11.176,11.103,11.119,10.90422043096551,NaN,11.135
2023-11-03T09:30:00Z,11.118,11.15,11.042,11.083,10.90422043096551,NaN,11.1005
2023-11-03T09:45:00Z,11.082,11.105,11.003,11.023,10.90422043096551,NaN,11.0525
2023-11-03T10:00:00Z,11.024,11.038,10.957,10.967,10.90422043096551,NaN,10.9955
2023-11-03T10:15:00Z,10.966,11.048,10.934,10.993,10.90422043096551,NaN,10.9795
2023-11-03T10:30:00Z,10.993,11.017,10.937,10.978,10.90422043096551,NaN,10.9855
2023-11-03T10:45:00Z,10.978,11.002,10.94,10.976,10.90422043096551,NaN,10.977
2023-11-03T11:00:00Z,10.976,10.991,10.923,10.985,10.90422043096551,NaN,10.9805
2023-11-03T11:15:00Z,10.985,11.034,10.965,10.995,10.90422043096551,NaN,10.989999999999998
2023-11-03T11:30:00Z,10.994,11.037,10.964,11.035,10.90422043096551,NaN,11.0145
2023-11-03T11:45:00Z,11.036,11.046,10.98,11.01,10.90422043096551,NaN,11.023
2023-11-03T12:00:00Z,11.011,11.013,10.943,10.971,10.90422043096551,NaN,10.991
2023-11-03T12:15:00Z,10.971,11.034,10.952,11.016,10.90422043096551,NaN,10.993500000000001
2023-11-03T12:30:00Z,11.016,11.155,11.016,11.148,10.90422043096551,NaN,11.082
2023-11-03T12:45:00Z,11.149,11.245,11.115,11.152,10.90422043096551,NaN,11.1505
2023-11-03T13:00:00Z,11.153,11.23,11.117,11.136,10.90422043096551,NaN,11.1445
2023-11-03T13:15:00Z,11.136,11.166,11.075,11.08,10.90422043096551,NaN,11.108
2023-11-03T13:30:00Z,11.081,11.129,11.06,11.078,10.90422043096551,NaN,11.0795
2023-11-03T13:45:00Z,11.079,11.205,11.075,11.197,10.90422043096551,NaN,11.138
